"filename", "language", "C++", "JSON", "Markdown", "CMake", "ShaderLab", "YAML", "HTML", "CSS", "JavaScript", "XML", "SCSS", "C", "Shell Script", "Rust", "pip requirements", "Objective-C", "Batch", "Docker", "Python", "reStructuredText", "Makefile", "Java", "Objective-C++", "HLSL", "Diff", "C#", "comment", "blank", "total"
"/home/breno/dev/graphics/external/glfw/src/null_monitor.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 22, 161
"/home/breno/dev/graphics/external/glfw/src/null_platform.h", "C++", 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 283
"/home/breno/dev/graphics/external/glfw/src/null_window.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 102, 750
"/home/breno/dev/graphics/external/glfw/src/osmesa_context.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 62, 385
"/home/breno/dev/graphics/external/glfw/src/platform.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 24, 211
"/home/breno/dev/graphics/external/glfw/src/platform.h", "C++", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 27, 214
"/home/breno/dev/graphics/external/glfw/src/posix_module.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 10, 55
"/home/breno/dev/graphics/external/glfw/src/posix_poll.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 84
"/home/breno/dev/graphics/external/glfw/src/posix_poll.h", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 4, 31
"/home/breno/dev/graphics/external/glfw/src/posix_thread.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 20, 108
